BJCD,SGG_NAME,YEAR,SERVICE_BUSINESS_COUNT,TRANSPORT_BUSINESS_COUNT,MANUFACTURING_BUSINESS_COUNT,YTH_EMP_RT,INFECT_DIS_CT,TRAFFIC_DTH_CT,T_SUICIDE_RT_100K,CLIMATE_DMG_IMPACT,TRAFFIC_ACC_PER_100K,FIRE_ACC_PER_100K,FIRE_DTH_CT,FIRE_DMG,TEACHERS,UNIVERSITIES,UNIVERSITY_ADMISSION_RATE,KINDERGARTEN_TEACHERS,STUDENTS_PER_HIGH_CLASS,PRIVATE_ACADEMIES,MAX_TEMP,MIN_TEMP,AVG_WIND_SPD,MAX_GUST_SPD,MAX_GUST_DIR_DEG,TOTAL_RAIN,HOSPITAL_COUNT,WELFARE_FACILITY,PHC_CNT,DOCTORS,CLINIC,GEN_HOSP,BED_TOTAL,HIGH_RISK_DRINK_RT,WELFARE_RATIO,STRESS_AWARE_SOCIAL_PROT,SELF_HEALTH_AWARE_RT,GENDER_RATIO,FOREIGNERS,SELF_FINANCE,CMR,LAND_AREA,TFR,SINGLE_HOUSEHOLD_RATIO,COMMERCIAL_AREA,INDUSTRIAL_AREA,CAR_REGISTRATION_PER_CAPTICA,RENTAL_NATIONAL,RENTAL_PERMANENT,RENTAL_HAPPY,WATER_SUPPLY_RATE,HOUSE_CNT,SEWERAGE_SUPPLY_RATE,GREEN_RT,PARK,CULTURE,SPORTS_FACILITIES,YOUTH_NET_MOVE_RATE
26470,부산광역시 연제구,2021,9.00718448,7.39888419,399.72,39.8,107.65,0.97,20.3,0,321.5,44,0,10.35420738,680.69,0.97,84.1,67.1,23.95,145.79,36.2,-13,2,17.8,276.1,1758,4.83,0.97,0.48,203.24,4.396176058,0.48,2417.64,18.8,65.68,26.8,38.7,92.9,333.1,19,330,251.03,0.764,31.9,1.79,0.139761942,10.81979828,0,0,0,100,36452.42,100,29.64,13.03,1.93,0,-1.3
26500,부산광역시 수영구,2021,9.056896609,6.958315305,406.64,48.3,182.76,2.28,25.2,0,379.2,64,1.71,11.32742747,587.11,0,81.1,96.52,21.04,153.63,34.5,-12.3,2.3,22.2,223.5,1776.7,5.14,0.57,0.57,248.44,4.350664958,1.14,2463.23,14.3,56.1,25.5,43.7,89.3,737.89,18.8,320,264.43,0.641,38.4,2.44,0.322083499,11.00211651,0,0,0,100,40337.53,100,25.49,12.56,2.86,0.57,1.3
26530,부산광역시 사상구,2021,9.216337354,7.480146258,3904.02,45,144.5,5.76,28.3,0,338.5,73,0.48,12.75522306,1075.38,1.44,83,107.54,20.8,84.97,37,-12.2,2.6,24.1,183.8,1675,3.36,1.92,0.48,190.11,3.930452141,0.96,3120.05,19.3,57.37,25.9,39.7,101.7,1947.21,18.6,350,308.21,0.66,36.4,1.11,2.783775912,10.59665973,438.31,2359.12,4.290596418,100,37189.99,100,57.81,17.76,2.88,0.96,-1.5
26710,부산광역시 기장군,2021,8.887681687,6.785090346,989.13,36.7,169.37,5.65,25.1,0,288.5,91,0.56,12.36845974,975.58,0,87.5,156.39,27.17,147.35,33.2,-11.5,2,17,201,1784,2.26,5.65,0.56,125.34,3.891616196,0.56,972.19,15.1,49.07,28.5,49.6,98.1,1016.8,28.5,370,5441.35,0.995,29.2,3.55,3.349202087,10.81979828,5732.11,54.2,2.186051277,100,36759.35,96.4,86.35,85.25,5.08,3.95,2.4
27110,대구광역시 중구,2021,10.21912824,7.119991562,2882.7,49.5,310.2,8.02,25.5,0,830.3,70,0,13.54712343,1125.8,0,79.6,85.57,23.88,377.05,37.7,-14.8,1.8,17.6,187.6,966,13.37,0,1.34,1496.17,5.869240414,2.67,4246.5,12.1,40.2,29.1,50,92.5,962.68,26.1,380,537.5,0.783,43.6,55.8,0,11.28979441,667.19,0,5.983356768,100,34890.56,100,7.91,25.4,12.03,0,-0.5
27140,대구광역시 동구,2021,8.899097579,7.444225257,554.72,45.2,132.09,4.1,27.4,0,485,47,0.29,12.62376216,849.65,0,73.6,124.47,21.91,119.5,37.8,-13.4,1.4,16.2,192.7,974.5,2.05,2.34,0.29,186.56,4.279024447,0.29,1167.13,17.3,58.94,22.9,43.4,96.7,486.18,17.1,360,1441.27,0.814,33.5,3.22,0.615185639,10.81979828,1826.7,609.19,5.730846258,100,37092.75,99,82.62,32.51,3.81,0,1
27170,대구광역시 서구,2021,9.097532191,7.240857558,2257.97,41.5,145.87,4.86,29.5,0,612.7,63,0.61,12.94333936,784.06,0,81,57.13,21.85,82.66,37.2,-14.1,2,17.5,27.3,973,4.25,0.61,0.61,167.14,4.28661645,0.61,2369.2,17.4,55.57,25.2,39,99.9,1234.44,13.1,250,494.75,0.47,36.7,4.78,2.778197961,10.59665973,0,0,0,100,31054.29,100,24.92,24.92,5.47,0,-5.3
27200,대구광역시 남구,2021,9.101535041,6.738176191,664.92,39.8,539.2,2.1,37,0,534.3,57,0.7,12.10394086,974.33,1.4,72.9,82.42,24.22,76.83,37.6,-14.1,1.7,17.1,135.9,971.2,4.19,0,0.7,669.11,4.381026134,1.4,3292.47,18.8,56.09,19.8,41.4,92.5,1276.06,10.9,330,368.08,0.549,45.3,5.1,0,10.59665973,0,0,0,100,29268.38,100,47.5,18.86,5.59,0.7,-0.7
27230,대구광역시 북구,2021,8.949057423,7.213061136,2275.24,31.6,121.51,3.66,27.3,0,480.5,50,0.23,12.89159276,1378.01,0.92,90.1,136.15,22.72,145.99,38.2,-15.6,1.6,17.8,348,959,4.12,0.69,0.23,178.49,4.098834467,0.23,1624.91,11.2,57.32,28.3,43.3,99,1060.39,17.4,310,555.83,0.808,32.9,1.84,1.286474026,10.81979828,1443.45,426.08,2.317473705,100,33966.88,99.8,69.46,33.87,3.43,0.23,-1.2
27260,대구광역시 수성구,2021,8.853301076,6.604918959,269,27.4,90.63,2.16,20.3,0,512.1,28,0,13.02960584,1113.17,0.24,78.9,115.32,22.86,236.88,37.8,-13.4,1.4,16.2,192.7,974.5,3.12,0.48,0.24,169.74,4.493903374,0.24,1090.87,9.2,62.08,25,57.4,93.6,391.52,26.1,240,600.58,0.676,26.7,1.15,0,10.81979828,0,234.48,0,100,33045.55,99.6,72.87,29.97,4.08,0.96,-5.4
27290,대구광역시 달서구,2021,8.810804153,7.344602768,1357.06,38.7,151.4,2.75,28.8,0,548.9,46,0.18,12.65948664,1281.27,0.55,76.6,126.07,22.91,183.51,37.2,-14.1,2,17.5,27.3,973,4.04,0.73,0.18,253.61,4.292101927,0.92,1709.59,14.3,59.51,22.9,48.4,97.1,1780.61,21.7,280,288.85,0.725,31.7,0.82,1.576914721,10.81979828,203.15,1331.56,5.237398952,100,33587.13,100,44.3,34.5,2.94,0.55,-4.7
27710,대구광역시 달성군,2021,8.644264513,7.162397497,2100.58,39.4,143.26,4.95,20,0,326.2,78,0,13.60873334,1098.11,0.38,81.8,180.61,23.9,154.7,37.5,-14,1.8,21.2,244.8,1120.5,1.91,3.05,0.38,85.35,3.884240624,0,1148.02,10.5,37.4,22.1,50.4,103,1913.5,28.4,390,2377.21,1.247,27.3,1.96,3.389462125,10.81979828,2503.32,68.58,6.117348019,100,38312.68,92.1,88.67,49.53,3.05,3.05,1.7
27720,대구광역시 군위군,2021,8.757733341,6.970175934,1564.61,48.9,74.09,26.15,21.8,0,518.6,183,0,14.42686239,880.37,0,89,43.58,20.31,26.15,36.4,-18.05,1.3,19.15,196.95,1057.25,0,0,4.36,69.73,3.579901292,0,43.58,19.8,17.86,14.6,44,105.2,1852.26,7.4,150,44794.07,1.06,41,146.66,0,11.15626481,1290.04,0,7.483902242,86,47962.52,49.8,84.1,52.3,26.15,30.51,-9
28110,인천광역시 중구,2021,9.179596588,8.362187146,529.13,41.5,327.22,10.44,28.5,0,300.1,103,0,13.40927663,1372.94,0,63,116.27,21.85,105.83,34,-16.9,2.3,19,334,975.2,1.39,2.78,0.7,363.43,3.755836922,0.7,1525.42,11.8,43.19,26.2,43.2,108.3,2716.65,44,500,2716.65,0.822,39.8,29,4.177152673,11.00211651,1400.1,0,6.911308957,99.8,36460.28,91.3,77.6,6.96,12.53,0,5.2
28140,인천광역시 동구,2021,9.155006293,7.919799729,3137.3,38.8,167.52,6.51,29.4,0,174,47,0,14.69478228,1141.72,1.63,60.1,113.85,20.02,65.06,36.8,-19.2,1.4,14.8,201.5,1107.5,0,8.13,1.63,182.16,4.261693475,3.25,1273.46,18.6,37.26,21.8,40.9,101.7,1380.8,10.6,320,458.64,0.688,31.3,12.07,4.646695933,10.59665973,0,0,0,100,41837.17,99.8,10.94,43.91,9.76,4.88,0.3
28177,인천광역시 미추홀구,2021,8.787676713,7.176147493,694.54,46.5,174.49,2.45,33.9,0,282.2,33,0.49,12.32134823,960.33,0.49,66.6,68.72,20.52,91.05,36.6,-18.9,1.4,15.5,122.2,1123.5,2.7,1.96,0.49,146.52,3.966132331,0.49,1656.34,20,66.56,30.7,46.5,101.5,2230.14,14.4,400,441.27,0.713,35,1.94,0.943905899,10.59665973,3.93,0,6.000151704,100,36483.96,100,17.78,30.68,4.42,0.98,2.8
28185,인천광역시 연수구,2021,8.776751986,6.739159097,375.47,37.8,121.91,2.31,22,0,139.1,27,0.51,11.80644688,1149.77,0.26,68.9,125.5,24.08,184.78,35.8,-16.8,2.2,19.4,335.4,974.5,1.03,1.8,0.26,114.21,3.96726848,0.26,496.35,12.9,59.92,29.2,45.1,98.6,3197.53,31.5,380,710.39,0.902,25.8,3.29,1.821318271,10.81979828,0,424.49,0,100,32712.17,99.6,41.05,27.97,4.62,0.77,-1
28200,인천광역시 남동구,2021,8.850272536,7.008170587,1812.56,43.2,260.67,2.7,25.3,0,297.5,39,0.39,12.46491904,858.24,0,78.8,116.35,24.39,143.55,36.6,-18.9,1.4,15.5,122.2,1123.5,2.51,2.7,0.19,238.87,4.260564966,0.19,1535.1,14,65.16,29,43.3,98.7,2108.55,22,350,456.71,0.723,30.6,0.75,1.576914721,11.00211651,2940.15,369.3,6.101484192,100,36323.2,98.5,41.45,31.84,2.12,0.77,-1.2
28237,인천광역시 부평구,2021,8.78693021,6.844186954,880.51,47.8,128.19,2.26,28,0,302.4,32,0.21,11.66913847,814.15,0,75.5,85.87,22.04,133.33,36.6,-18.9,1.4,15.5,122.2,1123.5,1.64,2.67,0.21,190.85,4.185251121,0.41,1003.36,15.4,66.97,31.8,44.1,97.5,2831.14,17.1,360,263.99,0.667,29.7,0.81,1.137833002,10.81979828,588.17,645.49,1.406096988,100,34957.53,100,32.83,27.73,2.67,2.47,-0.9
28245,인천광역시 계양구,2021,8.718452623,7.262235817,756.18,43.2,130.54,3.04,23.5,0,253.3,43,0.34,11.98991427,897.21,0.68,80.9,72.37,23.6,123.44,36.8,-18.7,1.4,14.8,224.1,1102.4,2.37,5.41,0.34,156.92,4.039536326,0.68,1452.84,18.2,60.62,32.6,47.9,99.3,1050.4,15.6,340,1444.39,0.685,28,0.74,0.959350221,11.51293546,626.32,0,0,99.9,37358.3,99.1,74.24,30.77,3.72,2.71,-0.9
28260,인천광역시 서구,2021,8.766336598,7.10437414,1785.62,44.8,138.64,4.32,21.4,0,303.9,43,0.18,14.0880314,895.06,0,76.8,106.23,25.92,144.77,36.9,-19.4,1.4,14.2,280.9,1091.5,1.62,3.24,0.18,142.61,3.836652698,0.9,1164.43,18.8,54.99,28.9,48.9,102,2033.92,31.3,380,1202.06,0.893,26,1.4,1.978239036,10.81979828,747.42,45.01,5.85984561,99.9,34529.69,99.1,54.97,43.39,2.88,0.9,2.6
28710,인천광역시 강화군,2021,9.061701143,7.218264811,965.66,35.6,200.88,10.04,29,0,284.1,141,1.43,13.67052832,1093.37,1.43,83.2,73.18,20.13,68.87,35.7,-18,2,21,216.8,948.7,1.43,1.43,1.43,107.61,3.391147046,1.43,1297.12,24.1,24.05,19.3,44.1,100.1,1094.8,14.2,280,19646.16,1.166,30.6,12.68,3.552773321,11.28979441,0,0,0,81,43352.99,37,84.12,12.91,15.78,8.61,-2.6
28720,인천광역시 옹진군,2021,9.170220214,6.276493102,422.77,55.2,137.65,4.92,24.7,0,162.2,152,0,15.6108075,1155.25,0,85.1,44.24,9.41,19.66,31.7,-13.7,3,22.3,299.9,833.5,4.92,0,0,167.14,2.756840365,0,417.85,27.5,15.76,26.6,42.5,132.6,948.78,9,450,22367.52,1.05,45.7,0,2.920469789,11.00211651,245.8,501.43,0,38.6,41156.23,60.6,0,0,19.66,0,-2.2
29110,광주광역시 동구,2021,9.519750423,6.793555815,940.37,33.1,304.44,4.83,44.2,0,571.2,65,0,12.73185982,1781.19,2.9,92.1,100.51,23.17,279.31,32.05,-16.05,3.9,22.85,155.4,1312,4.83,1.93,0.97,974.2,4.71115051,0.97,5836.47,9.5,52.66,23.9,59,97.4,1553.11,14.4,360,995.46,0.986,41.6,17.22,0.131028262,10.59665973,255.15,0,0,100,39582.49,99.9,78.35,48.32,18.36,2.9,2.7
29140,광주광역시 서구,2021,9.169258969,6.811442597,448.44,38.1,114.69,2.06,28,0,628,55,0.34,12.3319026,903.06,0,84,130.14,24.58,241.73,34.6,-16.3,2.2,19.1,230.3,1303.6,7.9,1.72,0.34,239.33,4.506674939,1.72,2172.85,17.3,63.94,31.1,44.7,96.1,551.45,17.5,310,1034.57,0.725,36,2.33,1.350667183,10.81979828,1028.39,486.21,0,100,36495.77,99.9,58.27,37.08,4.46,0.34,-2.4
29155,광주광역시 남구,2021,8.779969679,6.530411047,292.24,33.2,147.98,3.71,20.1,0,349.8,40,0.93,11.7276558,1465.38,1.86,76.5,149.37,22.83,285.75,35.65,-14.85,1.25,14.6,255,1412.25,6.03,0,0.46,231.94,4.167440117,1.86,2997.1,13.3,61.19,24.1,57.2,92.4,675.87,12.7,270,1110.52,0.843,31.8,0.96,1.640936579,10.59665973,2489.16,115.97,4.815917217,100,38528.59,99.1,73.07,43.6,6.49,0,-0.5
29170,광주광역시 북구,2021,8.895210361,7.159214141,690.45,35.1,130.41,3.51,26.5,0,506.9,45,0.7,12.27873102,1415.78,1.4,81.8,124.09,24.27,213.29,36.1,-17.9,1.3,19.9,280.6,1186.5,5.85,0.23,0.23,174.89,4.105943698,1.17,2585.73,14,66.73,29,47.4,98.6,1047.26,13.6,360,1478.53,0.95,35.4,1.45,1.241268589,10.81979828,1517.39,1665.36,1.778336449,99.8,38182.55,98.7,74.78,39.8,4.45,0.7,-0.9
29200,광주광역시 광산구,2021,8.873351802,7.646554371,1413.58,37.4,137.3,3.71,24,0,545.2,59,0.49,15.3092449,1358.66,0.99,78.4,145.96,27.37,225.87,35.7,-16.6,1.7,11.7,118.1,1280.5,4.45,0.74,0.25,174.9,3.936130081,1.48,2304.43,20.2,52.73,26.8,46.3,101.6,2916.97,19.2,370,1492.75,0.972,31.6,1.32,2.419478844,10.81979828,2278.21,464.6,6.017814322,100,36939.94,97.9,77.62,54.18,2.23,0.74,-0.7
30110,대전광역시 동구,2021,8.897663175,7.10406192,1068.3,34.2,138.6,4.5,40.3,0,470.7,63,0.45,14.40681609,1376.55,1.8,70.6,84.15,21,98.55,35.3,-20.6,1.1,13.4,159.6,1062.5,1.35,2.25,0.45,140.4,4.296604903,0.45,1585.8,12.4,63,21.8,49.9,101.5,1901.7,10.6,350,1861.2,0.819,41.6,3.11,0.693147181,10.59665973,1408.5,1687.95,4.417635062,100,36265.09,99.3,87.71,38.7,5.4,2.25,0.9
30140,대전광역시 중구,2021,8.992556184,7.379070548,477.12,44.3,192.76,6.08,27.3,0,456.7,48,0,12.11342723,1315.01,0.43,74.9,125.9,21.21,146.3,36.2,-17,1.4,15.8,233.4,1111,1.3,1.3,0.43,466.7,4.354655438,0.87,2515.4,16.3,63.77,26.8,52.1,97.2,597.81,11.1,290,593.03,0.727,34.6,3.52,0,10.59665973,0,460.19,4.95342982,100,35544.26,99.4,74.29,37.77,3.04,0.87,-2.4
30170,대전광역시 서구,2021,8.969683097,6.874922122,324.06,43.3,109.64,2.75,28.3,0,456.7,48,0.42,13.19867117,1223.37,0.63,83.1,132.88,23.7,188.02,35.4,-17.8,1.2,15.9,207,1146,4.86,1.27,0.21,315.82,4.547223226,0.63,1555.04,8.5,55.65,19,60.2,96.7,736.43,17.8,390,499.4,0.755,37.2,1,0.350656872,10.81979828,368.85,657.21,5.519178315,99.9,32617.11,99.3,69.4,26.41,3.17,0,-0.2
30200,대전광역시 유성구,2021,8.971355761,6.704451119,696.89,39.5,111.59,4.55,22.3,0,542.3,54,0,12.07526354,1735.95,1.42,73.5,167.39,22.49,161.98,34.5,-18.7,1,16,180.5,1181,3.99,2.28,0.28,161.98,4.144086654,0.28,1316.62,10,58.03,28.6,54.8,102.1,1754.74,26,420,1458.39,0.909,38.9,2.23,1.876406943,10.81979828,2835.65,74.02,3.363841595,99.8,34628.23,94.2,85.56,54.66,5.12,2.28,1.6
30230,대전광역시 대덕구,2021,9.039441725,7.776211989,2052.03,44.6,122.82,3.43,34.9,0,492.4,73,1.71,13.27663655,1271.09,1.14,78.2,126.25,21.69,126.82,35.8,-18.8,1.2,14.6,196.5,1086.8,1.71,0,0.57,154.82,4.191622502,1.14,1396.78,14.8,58.09,26.4,54.1,103.4,1164.84,13.8,370,707.24,0.806,34.7,1.58,3.393501175,10.81979828,80.55,850.06,0,100,35828.87,99.6,72.04,47.42,6.28,1.14,-1
31110,울산광역시 중구,2021,8.8294386,6.802494758,563.69,40.3,190.25,3.76,32.2,0,293.1,36,0.47,11.92898993,903.31,0,88.5,92.54,22.6,208.57,34.2,-12.2,2.1,17.2,285.9,1337,2.35,0.47,0.47,141.86,3.964046033,0.94,1082.28,15.1,61.62,24.6,46.3,102.5,783.53,16.3,310,403.51,0.773,30.1,3.4,0.451075619,10.81979828,345.73,0,0,100,33393.46,99.8,61.64,47.44,3.76,2.35,-4.2
31140,울산광역시 남구,2021,9.13584848,7.181690799,667.26,37.7,120.77,4.46,34.3,0,380.2,69,0.64,12.84661159,1306.17,0.32,82.1,96.23,21.86,305.91,36.2,-8.9,2.5,17.2,321.8,1386.5,6.37,0.96,0.32,219.87,4.473579766,0.96,1945.07,13.3,51.85,26.5,51.9,104.1,1336.12,27.6,380,680.01,0.872,32.6,2.62,3.423936869,10.81979828,0,439.11,0,100,35187.16,99.8,36.69,42.06,3.19,0.64,-3
31170,울산광역시 동구,2021,8.610645282,6.19634229,454.91,30.9,177.16,1.3,31,0,303.1,56,0.65,11.78229246,1191.47,0.65,76.6,101.88,22.8,171.32,34.3,-11.3,3.3,16.4,284.1,1267,0.65,2.6,0.65,301.11,4.004784486,0,1236.89,14.4,59.66,27,47,109.1,1916.34,18.8,340,455.56,0.866,29.8,3.36,3.421000009,10.59665973,768.35,638.56,6.421459653,99.9,34773.13,99.9,61.44,44.13,1.95,0.65,-3.6
31200,울산광역시 북구,2021,8.617706177,6.892479191,1039.61,38.5,120.24,3.66,22,0,359.3,67,0,14.15040599,1159.85,0,82.8,139.9,23.78,191.1,33.25,-13.7,2.4,18,251.8,1472.25,1.83,2.29,0.46,73.61,3.537184091,0.91,774.45,15.3,58.36,26.2,43.4,107.4,982.01,26.1,420,2063.68,1.108,23,2.24,3.173878459,11.00211651,2161.98,0,0,100,35795.83,99.1,79.19,46.63,4.57,4.11,-2.2
31710,울산광역시 울주군,2021,8.765210412,7.412413926,1691.44,33.6,146.81,8.11,21.2,0,329.2,124,0.45,14.19972621,1221.3,0.9,81,101.32,22.93,168.87,33.97,-11.62,2.72,21.85,258.7,1525.5,1.35,2.25,0.45,77.46,3.611728395,0.45,1558.59,12.7,42.58,19.7,52.2,106.9,2641.19,32,350,8450.01,1.098,29.9,3.36,4.38477286,11.00211651,1249.22,12.16,0,94.3,37601.72,97.8,70.88,79.71,5.85,6.3,-1.6
36110,세종특별자치시,2021,8.699604744,6.397979104,495.03,30.2,137.14,4.3,19,0,211.9,50,0,13.23693286,1649.66,0.81,78.2,259.21,22.58,215.11,35.78,-21.18,1.38,18.23,220.65,1112.38,0.27,4.03,0.27,123.15,3.993418644,0.54,559.84,10.9,28.32,25.5,48.9,99.7,1313.27,58.8,450,5180.23,1.277,31.5,4.17,2.156402583,10.81979828,1601.8,0,4.003325164,99.7,38666.29,97,67.97,93.57,6.45,4.57,7.1
41110,경기도 수원시,2021,8.8296508,6.833570381,466.41,43.9,138.55,2.11,25.8,0,389.9,34,0.51,12.70491573,1083.45,0.34,69.2,111.09,24.14,171.58,36.3,-18.6,1.9,16.5,230.8,1084.4,2.79,2.03,0.34,230.38,4.181439269,0.34,1073.15,13.2,45.36,28.1,44.7,101.4,2809.04,44.8,440,411.67,0.768,33.3,0.45,0.254642218,10.81979828,802.47,154.18,4.344194956,100,32293.19,99.8,53.92,34.97,3.63,1.35,1.5
41130,경기도 성남시,2021,8.980885697,6.804159871,651.06,43.9,114.29,2.9,19.1,0,365,52,0.54,12.15807901,1022.4,0.32,65.2,84.75,23.68,203.45,36.4,-18.9,0.9,14.7,323.7,979,1.93,2.04,0.32,336.32,4.515792375,0.64,1174.29,11.5,37.2,26.3,48,98.2,1513.4,58.5,380,486.28,0.763,32.6,0.6,0.182321557,10.59665973,1551.43,542.67,5.227894902,100,28888.19,99.6,73,31.04,3.12,0.54,-0.2
41150,경기도 의정부시,2021,8.761500013,6.718892374,406.55,40.3,190.87,3.88,31.9,0,364.5,44,0.86,14.23174472,883.84,0.22,74.6,88,22.75,153.56,36.1,-20.3,1.1,22.6,239.1,1067.5,2.8,4.74,0.22,224.52,4.131158535,1.08,1337.62,15.5,44.93,29,49.8,97.2,1008.93,22.9,360,568.73,0.781,30,0.77,0.157003749,10.59665973,1602.9,306.69,6.161608085,99.4,34885.19,99,77.4,46.8,2.16,0.65,1.7
41170,경기도 안양시,2021,9.031659779,7.031811928,943.57,42.2,161.37,2.38,21.5,0,216,40,0,11.88374309,1014.84,0.73,68,87.54,23.69,182.39,36,-16.3,1.8,20.6,315.8,973.5,2.38,1.83,0.37,212.55,4.267737488,0.37,822.77,12.2,45.7,28.6,47.5,97.8,1109.51,37.4,410,402.79,0.885,25.6,0.74,0.732367894,10.59665973,363.14,89.37,1.684545385,100,32568.74,100,64.79,33.63,2.92,1.1,0.1
41190,경기도 부천시,2021,8.875028462,6.958590969,1640.19,45.5,203.08,2.36,22.5,0,426.3,40,0.87,12.89157065,912.21,0.5,71.2,94.91,22.67,155.82,37,-17.4,0.9,13.6,188.9,1111,2.73,1.12,0.37,215.86,4.184032908,0.62,1483.5,14.7,53.75,31.1,46.8,98.3,2950,32.5,400,351.34,0.707,28.3,0.54,0.530628251,10.59665973,670.79,421.18,4.752555173,100,33957.85,99.9,35.41,32.63,3.35,0.74,-1.4
41210,경기도 광명시,2021,8.76361411,7.01113283,793.46,36.8,104.82,3.41,25.2,0,338.7,46,0.68,13.7929257,975.1,0,75.9,90.14,23.2,179.93,36.8,-16,1.5,15.8,183.9,836,1.37,2.73,0.34,160.13,4.314149212,0.34,730.64,11.5,48.79,29.7,47.8,97.2,1221.61,33.6,380,438.39,0.867,24.8,2.02,0.593326845,10.59665973,1928.35,1123.96,0,99.9,33309.09,98.7,69.38,49.51,3.76,2.05,-1.4
41220,경기도 평택시,2021,8.848168921,7.141482624,988.86,46.2,131.85,6.38,26.4,0,588.5,77,0.35,14.39851961,953.77,0.53,75.5,108.1,25.69,132.02,36.4,-18.5,1.7,18.3,272.8,1083.5,1.95,3.01,0.35,119.09,3.874113432,0.71,802.96,14.5,31.3,28.8,44.1,108.7,4210.26,41.1,530,3102.14,1.025,34.8,2.05,2.402430428,11.00211651,1593.87,131.85,6.475001191,100,41023.2,90.3,49.05,81.34,2.84,5.14,9.3
41250,경기도 동두천시,2021,8.826197324,6.937246118,660.31,41.4,115.39,2.14,35.7,0,375,99,0,14.10535202,981.92,1.07,69.2,52.35,22.33,98.3,35.7,-20.2,1.3,28.5,127.5,1035.6,1.07,3.21,1.07,121.81,3.778263015,0,2509.83,24,38.27,24.4,57.2,99.6,3491.75,14.4,360,3658.43,0.738,33.9,12.52,2.782539053,10.59665973,1648.65,0,5.630494679,97.7,41160.57,98.9,75.79,53.42,7.48,4.27,-0.3
41270,경기도 안산시,2021,8.910121373,7.214614783,1888.85,42.7,152.74,3.06,28.7,0,585.4,58,0.31,14.88935553,1009.15,0.61,68.9,83.8,22.3,141.25,34.3,-17.2,1.8,22.9,227.7,810,2.91,5.36,0.31,189.67,4.039008017,0.46,1455.13,18.3,39.46,32,43.5,105.2,7263.69,36.9,420,1211.07,0.836,32.8,0.69,1.593308531,10.81979828,688.65,90.08,0,99.8,34087.04,99.4,70.58,48.11,4.14,5.21,0
41280,경기도 고양시,2021,8.921784585,6.828365691,753.69,41.9,127.48,3.61,22.1,0,327.2,42,0.28,14.19819931,869.97,0.19,71.4,102.93,23.97,185.57,36.4,-20.2,1.2,12.8,320.6,1026.5,0.74,6.49,0.09,64.95,3.17722015,0.09,1207.11,13.8,49.27,27.9,49.4,95.8,1017.83,34.7,390,809.37,0.786,26.8,0.63,0.009950331,10.59665973,1772.45,338.63,6.12896306,99.8,31451.06,93,74.4,33.17,3.8,2.22,-0.1
41290,경기도 과천시,2021,8.813847394,6.476956978,190.88,31.9,61.35,1.36,22.2,0,229.1,37,0,11.92261942,820.78,0,70.8,51.81,21.47,113.16,35.8,-20.4,2.1,20.5,211.3,1160,0,6.82,1.36,66.81,3.99212725,0,0,4.9,20.62,26.8,55.6,96.9,249.51,28.7,500,2488.24,1.057,18.5,4.39,0,10.59665973,0,0,0,99.1,25122.37,98.7,86.79,106.35,15,4.09,15.3
41310,경기도 구리시,2021,8.983156168,7.071912865,580.37,42.8,184.42,4.69,23.3,0,384,46,0,15.079083,811.68,0,74.4,87.52,24.58,195.37,37.1,-18.9,1.4,15.3,45,1015,4.17,3.65,0.52,271.95,4.377893103,0.52,1349.32,14.3,38.22,29.3,50.9,98.3,730.93,33.9,350,638.19,0.732,26.2,2.1,0,10.59665973,607.46,197.97,5.329137509,100,31736.2,99.6,75.5,56.27,3.13,0.52,-2.7
41360,경기도 남양주시,2021,8.757157674,6.582468254,1099.62,37.9,152.77,2.45,23.1,0,291.1,52,0.27,15.90220565,933.91,0.14,73.6,111.88,25.67,147.04,37,-18.7,1.4,16.9,272.8,1076.5,1.77,0.68,0.27,100.03,3.825157072,0.41,854.19,15.4,48.57,28.2,50.5,99,961.85,29.6,340,2311.81,0.834,22.7,0.49,0.113328685,10.59665973,2637.92,0,6.052959378,97.7,34450.76,96,80.1,41.7,3.68,2.59,2.9
41370,경기도 오산시,2021,8.694889066,6.971133753,613.09,44,165.66,3.04,28.8,0,481.8,42,0.43,12.9761645,1206.61,0.87,78.5,173.49,27.5,130.88,35.2,-19.8,1,15.6,267.5,916,3.48,3.04,0.43,126.1,3.79503965,0.87,1278.36,18.2,37.5,28.2,50.8,108,3737.67,28.3,440,1514.46,0.869,34.6,2.04,1.756132292,10.81979828,3931.59,0,6.984910746,100,35923.09,99,65.3,49.57,5.22,1.3,2
41390,경기도 시흥시,2021,8.943884749,7.270076254,3318.16,44,165.81,6.25,25.2,0,465.8,61,0.39,15.62749754,1008.34,0.39,75.4,100.38,25.62,158.39,36.3,-21.1,1.9,19.4,334.7,1044,0.59,3.32,0.2,110.15,3.90459549,0.59,942.72,16.8,46.21,26.9,49.7,109.3,6156.48,40.2,470,1152.47,0.979,30.7,0.71,1.728109442,10.81979828,1355,373.22,6.042395276,99.9,36082.07,96.2,72.79,64.64,3.12,2.73,2.1
