BJCD,SGG_NAME,YEAR,SERVICE_BUSINESS_COUNT,TRANSPORT_BUSINESS_COUNT,MANUFACTURING_BUSINESS_COUNT,YTH_EMP_RT,INFECT_DIS_CT,TRAFFIC_DTH_CT,T_SUICIDE_RT_100K,CLIMATE_DMG_IMPACT,TRAFFIC_ACC_PER_100K,FIRE_ACC_PER_100K,FIRE_DTH_CT,FIRE_DMG,TEACHERS,UNIVERSITIES,UNIVERSITY_ADMISSION_RATE,KINDERGARTEN_TEACHERS,STUDENTS_PER_HIGH_CLASS,PRIVATE_ACADEMIES,MAX_TEMP,MIN_TEMP,AVG_WIND_SPD,MAX_GUST_SPD,MAX_GUST_DIR_DEG,TOTAL_RAIN,HOSPITAL_COUNT,WELFARE_FACILITY,PHC_CNT,DOCTORS,CLINIC,GEN_HOSP,BED_TOTAL,HIGH_RISK_DRINK_RT,WELFARE_RATIO,STRESS_AWARE_SOCIAL_PROT,SELF_HEALTH_AWARE_RT,GENDER_RATIO,FOREIGNERS,SELF_FINANCE,CMR,LAND_AREA,TFR,SINGLE_HOUSEHOLD_RATIO,COMMERCIAL_AREA,INDUSTRIAL_AREA,CAR_REGISTRATION_PER_CAPTICA,RENTAL_NATIONAL,RENTAL_PERMANENT,RENTAL_HAPPY,WATER_SUPPLY_RATE,HOUSE_CNT,SEWERAGE_SUPPLY_RATE,GREEN_RT,PARK,CULTURE,SPORTS_FACILITIES,YOUTH_NET_MOVE_RATE
48220,경상남도 통영시,2021,9.112640439,6.777999606,615.71,30.9,284.73,4.79,26.2,0,508,86,0,13.25196223,1038.42,0,85.3,102.88,24.42,175.46,34.3,-10.38,3.3,24.3,192.98,1364.75,4.79,0,0.8,129.2,4.107918682,0.8,1640.57,14.7,29.05,18.1,45.2,100.8,2804.21,12,270,3107.28,0.764,34.3,10.99,4.040240303,10.59665973,1388.55,492.89,0,98.6,41813.48,87.2,66.74,36.69,9.57,3.99,-8.3
48240,경상남도 사천시,2021,9.032195282,6.797862285,1091.38,26.1,234.65,14.55,33.7,0,543,92,0,13.17304666,1032.26,0,78.3,72.76,21.19,181.9,35.77,-13.63,1.8,17.13,187.73,1460.83,3.64,2.73,0.91,134.6,3.858200199,0,2884.87,19.7,27.88,25.5,43.5,101.7,2666.59,15.9,340,7877,1.002,35.2,12.6,4.678234757,10.81979828,1640.7,406.54,3.342154841,97.4,45188.4,96,72.39,102.77,7.28,9.09,-3.8
48250,경상남도 김해시,2021,8.942056924,6.97858646,2621.3,35,149.35,5.77,27.3,0,370.3,79,0.56,13.96503587,1275.5,0.74,85.4,126.1,25.63,209.42,37.15,-14.15,1.55,19.65,197.7,1473.75,4.28,2.6,0.19,132.98,3.787592927,0.93,2048.27,15.3,35.98,29.3,43.3,102.3,2984.34,28.8,340,2428.8,0.909,28.6,1.51,1.979621206,10.81979828,1619.39,102.66,0,98.6,36093.31,99.6,78.19,60.82,6.51,4.09,-2.9
48270,경상남도 밀양시,2021,8.938712735,7.679158958,1181.36,45.6,182.56,13.52,22.2,0,461.7,178,1.93,13.98416923,932.14,0,79.9,86.94,19.96,136.2,36.7,-13,1.1,12.4,5.6,1358,7.73,0,0.97,114.95,3.81617268,0,1990.82,19.1,25.7,17.8,59.2,96.5,2385.9,16,270,14351.12,0.902,38.1,12.1,4.256321678,11.00211651,1522.34,431.78,0,87.4,47568.22,84.6,74.47,71.48,14.49,5.8,-6.5
48310,경상남도 거제시,2021,8.848873967,6.173411034,486.7,34.5,194.02,6.22,33.4,0,335,72,0,13.37791994,1201,0.41,77.5,164.17,26.52,177.85,30.63,-10.27,2.35,27.17,109.7,1252.67,2.9,1.66,0.41,96.18,3.748562456,1.24,946.45,14.8,35.78,13.1,47.1,109.9,2240.32,21.2,310,4214.07,0.909,30.7,4.09,2.924236272,10.81979828,362.75,0,0,98.1,41680.9,86.2,63.72,44.36,6.63,4.15,-6.9
48330,경상남도 양산시,2021,8.85050759,7.547791725,1587.42,34.5,166.89,5.64,25,0,371.6,59,0.28,12.67584487,1028.12,0.56,87.5,173.37,30.04,168.3,36,-12.1,1.8,22.8,39.3,1621.5,2.82,2.26,0.28,244.13,3.935348831,0.56,2247.37,17.7,32.15,26.5,44.5,100.4,1580.37,27.1,360,2816.26,0.96,30.3,2.3,2.679650727,10.81979828,3040.94,71.89,4.029806041,98.4,38613.47,98.6,84.25,58.07,3.1,5.92,-1.1
48720,경상남도 의령군,2021,8.643483934,7.56772823,1420.86,53.7,208.95,26.59,37.8,0,539.5,277,3.8,14.10356942,1135.93,0,85.1,94.98,17.17,60.79,38.3,-16.3,1.6,17.1,274.9,1205.5,3.8,3.8,3.8,94.98,3.663305203,0,2195.88,13,20.58,20.7,54.3,97.1,2666.97,8.6,200,27452.32,0.932,43.9,71.65,5.992089352,11.00211651,1075.15,0,8.759087837,77.5,51135.93,67.2,74.13,125.37,15.2,53.19,-11.1
48730,경상남도 함안군,2021,8.950947688,6.977458565,6006.68,38.9,217.44,11.19,25.4,0,450.9,149,1.6,13.99347207,1127.15,0,83.9,97.53,21.45,115.11,37,-16.8,1.6,19.1,330.9,1302.5,4.8,1.6,1.6,100.72,3.673004105,0,2454.15,15.5,26.74,22.2,41.4,103.5,4502.21,16.2,210,12817.56,0.717,35.2,21.02,5.759469436,11.51293546,2041.66,0,0,98.2,44640.03,67.9,68.69,54.36,9.59,15.99,-10.5
48740,경상남도 창녕군,2021,8.883293576,6.810561326,1811.11,52.8,124.73,3.33,24.9,0,437.4,168,4.99,14.60139863,1100.97,0,74.3,74.84,17.92,83.15,37.63,-15.77,1.73,16.97,247.53,1066.83,3.33,6.65,1.66,144.69,3.993049844,0,3916.58,10.7,28.21,15.2,57.9,99.2,3542.38,12,220,14543.73,1.052,38.3,30.62,5.296666004,11.00211651,761.7,49.89,7.461979415,99.8,46579.85,78.6,78.83,78.17,13.3,11.64,-9.4
48820,경상남도 고성군,2021,8.903902164,6.571135031,1339.2,31.7,182.26,11.89,21.7,0,414,194,0,13.9537649,1208.45,0,69.1,75.28,19.32,126.79,35,-14.05,2.2,20,278.9,1757.75,3.96,1.98,1.98,118.86,3.601686242,0,1937.48,17.1,23.93,18.1,39.5,100.5,2020.68,10.2,190,17595.78,0.79,37.9,15.17,6.252828311,10.81979828,810.25,0,8.110481306,81.5,48205.16,70.5,56.15,59.43,19.81,19.81,-8.9
48840,경상남도 남해군,2021,9.146050353,6.539383623,799.7,29.5,331.24,11.83,14.2,0,459,199,2.37,13.87611998,1244.5,2.37,86,75.71,17.78,101.74,34.65,-9.9,2.85,22.65,256,1509,2.37,2.37,2.37,101.74,4.056642695,0,721.62,25.6,24.86,23.4,36.4,93.7,1772.11,7.1,180,16169.02,0.805,39.2,33.64,0,10.81979828,1670.37,0,0,77.9,54611.27,81.2,87.78,28.39,16.56,14.2,-10.5
48850,경상남도 하동군,2021,9.019053951,6.380461463,1173.79,35.5,278.49,20.71,25.1,0,234.8,173,0,13.37438441,1100.14,0,89.9,66.74,16.36,75.95,36.3,-15.03,1.27,18.4,308,1464.67,4.6,0,2.3,92.06,3.850785696,0,1977.03,16.5,17.4,19.5,38,99.7,1012.68,10.8,210,28322.86,1.129,38.9,150.31,7.765412156,11.00211651,704.27,0,0,60.8,47055.17,78.3,37.87,55.24,13.81,16.11,-14.4
48860,경상남도 산청군,2021,8.974950894,7.293514155,1330.03,35.9,227.01,40.75,29.1,0,523.9,212,0,15.37578045,1181.61,0,73,84.4,17.6,55.3,34.38,-15.14,1.66,19.2,247.14,1590.8,0,2.91,0,87.31,3.659193144,0,520.95,15,20.29,21.1,45.1,97.1,1487.19,9.3,220,40995.34,0.992,40.4,131.37,5.302010538,11.00211651,291.04,58.21,8.474588359,50,50069.85,68.8,61.39,49.48,34.92,20.37,-9.2
48870,경상남도 함양군,2021,8.917819947,6.390475539,1098.93,35.6,310.62,23.49,23.4,0,454.2,209,2.61,15.26059045,1125.03,0,72.1,99.19,15.83,101.8,32.8,-15.6,1.7,18.7,357.5,1267.5,2.61,2.61,2.61,112.24,4.022132228,0,422.87,14.1,19.42,24.2,43.4,93.7,957.97,9.6,180,39613.68,0.886,39.8,44.06,4.720728527,10.81979828,1219,0,0,67.3,49339.6,78.7,82.12,73.09,10.44,18.27,-9.5
48880,경상남도 거창군,2021,8.890520708,6.56984601,887.46,37.7,273.44,14.74,34.4,0,448.6,118,0,13.43385456,1285.35,3.27,85.9,98.24,20.07,135.9,33.4,-18.15,1.15,18,120.15,1363,4.91,1.64,1.64,130.99,3.94661765,0,1360.67,19,20.66,20.5,45,96.3,838.34,7.8,230,22209.49,0.92,36.1,14,3.95469928,11.00211651,820.33,0,5.794475953,80.4,44453.36,84.2,79.65,40.93,9.82,9.82,-6.6
48890,경상남도 합천군,2021,8.749607239,6.360645958,920,39.8,295.8,9.32,34.8,0,354,242,6.99,14.08525484,1148.25,0,84.6,81.52,14.26,65.21,36.7,-16.25,2,21.35,291.4,1081.75,6.99,6.99,2.33,125.77,3.703521731,0,2021.66,27.4,18.86,21.7,42.4,93.7,1325.26,8.1,170,36343.31,0.805,42.6,28.58,0,11.00211651,323.75,93.16,7.485918004,58.7,54792.13,69,84.17,9.32,13.97,11.65,-10.8
50110,제주특별자치도 제주시,2021,9.2380674,7.19928245,563.78,40.4,178.87,6.9,23.9,0,621,63,0.61,13.8838429,1154.14,0.81,78.4,70.17,26.2,180.49,31.36,-6.19,3.32,25.31,182.55,2528.75,0.81,0.41,0.61,205.03,4.290322445,1.01,920.1,17.2,26.01,25.3,52.5,100,2787.9,32.7,400,5205.27,0.969,32.4,1.88,0.943905899,11.60824474,1103.03,141.15,0,78,35601.99,93.2,79.81,39.55,13.99,2.64,-0.7
50130,제주특별자치도 서귀포시,2021,9.242409613,6.693782051,503.1,37.3,173.14,9.8,31.9,0,713.8,126,0,13.62338619,978.42,0,78.8,47.37,23.11,111.62,30.61,-6.89,3.65,24.02,217.22,3135.78,1.63,1.09,1.63,100.18,4.091005661,0.54,301.09,17.2,26.01,25.3,52.5,101.9,3794.99,32.7,400,8129.56,0.891,33.5,8.34,1.994700313,11.00211651,1205.47,217.79,5.033374781,78,40333.11,93.7,85.39,29.4,33.21,7.62,-1
51110,강원특별자치도 춘천시,2021,8.96809937,7.125942568,572.75,39.3,196.42,8.08,30.2,0,478.2,70,1.05,14.0103951,1522.87,1.76,73.3,93.82,23.18,154.61,36.1,-21.95,1.12,16.45,235.58,1006.92,1.41,0.7,0.35,264.59,4.08311508,0.7,1491.95,19.5,38.92,28.7,48.5,97.6,1309.23,19.1,370,5748.19,0.902,35.4,2.27,1.684545385,10.81979828,1883.03,455.39,0,98.2,37098.11,95.5,91.82,52.71,10.89,4.92,1.5
51130,강원특별자치도 원주시,2021,9.006197656,6.895945821,705.23,39.2,129.42,5.59,34.7,0,480.2,70,1.68,14.68389483,1314.02,0.84,73.9,108.45,25.21,171.62,35.62,-23.32,1.52,18.82,244.95,1126.88,4.75,1.4,0.28,231.72,4.098668534,0.28,1496.55,16.7,41.02,36.2,46.3,98.4,922.13,18.8,420,5429.38,0.942,35.9,2.12,1.85629799,10.81979828,2148.11,412.85,0,95.6,40121.65,91.3,60.44,56.18,5.87,3.35,0.6
51150,강원특별자치도 강릉시,2021,9.161488306,7.033136045,726.88,38.7,145.09,7.98,26.4,0,306.6,118,0.47,15.41757111,1311.95,1.88,84.1,74.19,21.65,197.22,32.24,-18.84,2.03,19.99,239.54,1209.86,0.47,0.94,0.47,227.27,4.007333185,1.41,1243.4,21.3,33.98,25.4,44.6,98.5,1106.75,15.5,380,7004.44,0.904,38.9,4.51,2.710048204,10.81979828,1310.07,403.82,0,95.5,41912.52,92.3,63.26,36.63,14.09,3.29,-2
51170,강원특별자치도 동해시,2021,9.017055335,6.96292505,669.4,33.4,101.02,2.22,32.3,0,401.9,77,0,14.28806412,1062.38,0,83.2,102.13,21.25,154.31,34.23,-16.87,2.03,25.17,193,1151.33,2.22,3.33,1.11,130.99,4.07295067,1.11,1448.7,20.2,34.66,24.9,43.2,103.4,808.16,17.3,380,3026.17,1.102,32.6,26.54,4.715995741,10.81979828,1170.06,330.81,0,99.6,46109.61,98.4,66.01,68.83,7.77,6.66,-2.6
51190,강원특별자치도 태백시,2021,9.090028642,6.87280145,587.6,38.5,112.62,17.14,29.2,0,465.2,127,0,14.79743002,1334.35,2.45,73.6,90.59,17.02,137.11,32.5,-18.6,1.4,21.1,236.4,1207.4,2.45,2.45,2.45,122.42,4.048475129,2.45,967.09,20,26.72,26.3,49.3,102.3,609.64,17.2,210,6818.63,0.874,36.7,78.08,4.600860914,10.81979828,1748.11,0,0,97.8,50034.28,82,83.24,56.31,19.59,2.45,-9.7
51210,강원특별자치도 속초시,2021,9.275873398,6.944415023,570.11,38.8,80.93,2.42,28,0,463.8,99,0,13.66181731,862.41,0,80.9,49.52,23.81,137.7,33.3,-15.2,1.45,19.5,221.05,1423.75,0,1.21,1.21,148.57,4.405865224,2.42,1030.31,17.9,35.71,17.6,63.6,98.5,1248.93,19.7,370,2164.49,0.964,36.2,33.78,2.820783471,10.81979828,969.91,577.36,0,99.7,47310.7,99.5,64.93,49.52,9.66,6.04,0.1
51230,강원특별자치도 삼척시,2021,9.125443485,6.552507887,676.35,32.1,146.62,9.46,29.7,0,405.2,110,4.73,13.46112944,1481.97,0,74.5,108.78,18.1,100.9,33.72,-16.63,1.78,19.63,228.9,1249.5,1.58,1.58,1.58,113.51,3.77436884,1.58,649.55,19.6,24.09,23.2,56.2,102.1,1001.12,12.2,280,18012.27,1.187,39.6,31.33,5.499460678,10.81979828,1286.48,567.56,0,91.1,48342.24,89.3,70.39,39.41,14.19,7.88,-8.1
51720,강원특별자치도 홍천군,2021,9.026543728,6.714801399,756.23,41.8,127.26,26.33,33.6,0,481.2,192,1.46,14.65842714,1180.43,0,69.7,96.54,21.1,108.24,34.4,-25.66,1.58,17.22,201.06,1098.3,2.93,1.46,1.46,136.03,3.770920164,1.46,1048.78,24.1,21.49,31.5,45.7,106,1101.44,11.9,350,41151.17,1.029,35.6,16.78,3.885062824,11.00211651,118.48,0,0,79.7,44550.57,78.6,81.12,48.27,11.7,30.72,-5.3
51730,강원특별자치도 횡성군,2021,8.928205552,6.566630235,987.5,34,107.57,19.36,45.5,0,447.5,232,4.3,14.95505858,1310.21,4.3,77,75.3,16.93,86.06,35,-26.8,1.37,15.5,279.67,1084.17,2.15,6.45,2.15,73.15,3.366260812,0,428.13,20.4,19.57,27.8,46.8,105.5,1467.27,11.7,250,57176.05,0.992,33.7,42.86,4.896271406,11.00211651,776.66,0,0,88.6,44648.35,70.2,58.5,58.09,12.91,25.82,-5.7
51750,강원특별자치도 영월군,2021,9.071300119,6.566236329,867.98,32.7,79.15,5.28,26.4,0,358.8,174,0,15.14927184,1379.8,2.64,84.6,81.79,15.52,94.98,33.6,-21.6,1.3,21.2,270.2,1149.8,2.64,0,2.64,102.89,3.30981282,2.64,849.51,27.2,21.35,27.6,45.5,107.4,646.37,13.3,250,33824.93,0.798,39,62.13,4.801969762,11.00211651,0,0,0,78.7,47923.7,78.8,80.47,55.4,73.87,5.28,-8.3
51760,강원특별자치도 평창군,2021,9.27864554,6.322834503,726.9,42.5,82.93,9.76,31.7,0,434.2,207,2.44,14.48468926,1202.56,0,82.2,70.74,17.02,73.18,33.62,-24.65,1.67,18.82,278.63,1116.17,0,2.44,0,82.93,3.626738058,0,392.72,19.7,17.18,24.3,46.4,106,1131.82,11.2,270,47394.87,0.817,38.8,73.06,0,11.00211651,582.98,0,0,82.4,53902.82,82,68.31,58.54,29.27,19.51,-6.8
51770,강원특별자치도 정선군,2021,9.178979727,6.718904453,695.16,44.1,123.34,16.82,55.8,0,468.1,168,0,14.9427213,1370.71,0,72.4,103.71,15.23,56.06,34,-21.2,2.3,22.6,210.13,1127.83,5.61,8.41,2.8,78.49,3.026261479,0,557.81,20.4,22.98,25.2,41.8,108.5,740.01,16.2,310,39041.35,1.102,39.2,133.4,4.301358732,11.00211651,1774.35,78.49,4.044103346,81.1,48372.81,90.1,84.12,106.52,42.05,19.62,-8.9
51780,강원특별자치도 철원군,2021,8.940324005,6.276060613,736.04,34.5,124.6,13.84,43.4,0,288.4,171,0,14.30115103,1243.65,0,81.2,78.45,17.75,117.67,34.57,-24.1,1.89,17.97,230.7,1132.89,2.31,0,2.31,92.29,3.750209709,0,770.65,21.5,16.66,20.4,53.4,107.5,1407.48,7.2,430,24425.47,1.394,30.3,44.42,3.225255432,11.00211651,904.48,46.15,7.010781071,93.4,38924.78,83,72.22,78.45,16.15,13.84,-7.3
51790,강원특별자치도 화천군,2021,8.982350094,6.065736791,595.16,40.5,123.99,8.27,45.1,0,396.8,182,4.13,15.00250084,1380.45,0,86.5,136.39,15.72,78.53,36.02,-22.78,1,18.28,262.12,1038.9,0,4.13,0,90.93,3.398861322,0,177.72,21.4,18.28,29.5,53.9,118.8,950.61,7,540,31795.83,1.201,36.3,87.41,2.231089091,11.00211651,194.26,495.97,0,68.2,41244.06,72.1,80.49,49.6,28.93,12.4,-5.7
51800,강원특별자치도 양구군,2021,8.981650217,6.172118047,749.49,46,124.15,27.59,18.3,0,372.4,175,4.6,13.44746786,1517.38,0,79.7,82.77,21,82.77,33.8,-24.68,2.25,20.25,282.8,964.5,13.79,0,4.6,101.16,3.177637077,0,772.48,21.5,16.93,26.6,43.6,111.5,1521.98,9.4,450,17330.33,1.518,31.9,62.81,3.218875825,11.00211651,0,0,0,80.7,38302.37,89.2,54.68,119.55,59.78,9.2,-6.9
51810,강원특별자치도 인제군,2021,9.188598726,6.166824428,736.83,46,68.4,21.76,25.2,0,273.6,211,0,14.55340745,1280.9,0,86.1,127.47,17.71,77.72,33.98,-22.88,1.5,23.06,241.74,1047.8,3.11,0,3.11,55.96,2.598235335,0,429.04,20.1,14.79,24.5,48.7,118.8,966.89,8.9,450,15324.11,1.472,35.7,59.82,3.197447877,11.00211651,6.22,0,0,85.5,40646.67,83.9,71.78,83.94,37.31,18.65,6
51820,강원특별자치도 고성군,2021,9.222875478,6.511121064,976.18,53.6,113.77,18.35,55.9,0,436.7,220,0,13.99296467,1343.17,3.67,56,69.73,10.89,40.37,31.26,-21.42,3.05,27.12,249.48,1693.54,0,0,3.67,40.37,3.136363403,0,0,18.3,16.69,15.7,50.2,106,4341.44,8.1,350,23439.39,0.962,38.1,97.91,3.952204795,11.00211651,0,0,0,89.9,48181.58,88.8,66.86,58.72,51.38,14.68,-2.9
51830,강원특별자치도 양양군,2021,9.467064143,6.50332963,920.72,56.5,53.74,10.75,36,0,548.1,247,0,14.68092051,1031.78,0,80,103.89,21.43,60.9,34.97,-17.6,2.63,22.27,221.2,1332.67,0,3.58,3.58,50.16,3.113515309,0,0,18.7,19.5,21.4,53.3,104.3,1013.86,14.9,270,25077.92,0.855,38,181.39,1.989243274,11.00211651,935.05,0,6.833979559,92.8,51685.59,83.7,70.81,39.41,17.91,7.17,-4.6
52110,전북특별자치도 전주시,2021,8.998882032,6.819852596,552.29,37.1,197.48,5.93,24.9,0,327.3,59,0.15,13.00323787,1320.31,1.07,78.9,138,25.33,310.68,36.3,-18.1,1.4,21.9,247.7,1448,4.56,1.52,0.15,272.03,4.338858139,0.61,2559.68,17.6,43.56,26.5,42.5,96.9,1354.24,26.3,330,1008.57,0.786,35.3,1.09,0.982078472,10.81979828,800.13,482.15,4.552507533,100,37017.72,98.7,75.19,37.88,5.93,1.37,-0.1
52130,전북특별자치도 군산시,2021,8.966456979,7.280552557,1002.25,31.3,151.15,7.92,29.1,0,414.6,90,0,13.94943235,1281.17,1.51,78.9,142.1,23.74,202.41,33.94,-13.46,3.52,23.44,284.38,983.5,2.64,1.13,0.38,151.9,4.115942962,0.75,1758.36,15.4,37.52,27.9,44.2,102.5,2194.46,16.4,310,4892.5,0.86,35.2,6.91,3.836221292,10.81979828,2387.07,736.51,4.81315949,99.2,44284.67,92.1,40.02,54.65,5.28,1.88,-2.8
52140,전북특별자치도 익산시,2021,8.897820376,7.23602972,1146.3,30.1,201,8.27,30.2,0,354.9,88,1.08,12.97936579,1440.78,0.72,74.2,144.91,22.25,213.58,35.37,-18.2,1.1,14.03,199.93,1193.07,2.88,1.8,0.36,229.76,4.12341781,0.36,1987.32,9.6,38.85,24.6,43.9,99.1,1603.31,15.4,320,5197.89,0.791,35.7,2.71,2.800325477,10.81979828,2303.02,855.77,0,99.4,42613.97,91.6,59.58,39.91,8.27,1.8,-4
52180,전북특별자치도 정읍시,2021,8.885611116,7.03557665,1066.8,34.2,232.89,15.96,30.9,0,355.9,165,1.88,15.22666657,1313.78,0.94,84.4,109.87,18.66,166.22,34.53,-22.87,1.6,19.63,118.3,1356.83,2.82,1.88,0.94,148.37,4.294697025,0.94,2005.88,18.9,30.48,25.2,44.2,98.7,2328.92,9.9,250,14820.59,0.889,35.9,16.39,3.76491414,11.00211651,2019.03,868.65,0,98.9,45434.65,85.6,66.8,46.02,14.09,6.57,-5.8
52190,전북특별자치도 남원시,2021,8.94053751,6.854069652,965.62,31.6,181.29,15.11,28.8,0,366.4,160,2.52,13.85315802,1299.24,0,70.8,89.39,17.53,137.23,33.5,-18.4,1,15,81.8,1368.5,1.26,0,1.26,163.66,4.287166354,1.26,1971.52,15.7,23.02,24,43.4,96.3,1117.95,8.5,210,16098.25,1.161,35.4,22.61,3.770229,11.00211651,1253.92,562.75,0,94.7,44086.06,89.4,69.82,39.03,11.33,10.07,-6.3
52210,전북특별자치도 김제시,2021,8.832412607,7.076442645,1601.72,30.9,201.45,16.07,44.4,0,325,187,1.24,14.5523423,1326.12,0,68.7,114.94,18.23,114.94,35.55,-18.8,2.5,19.45,165.15,1138.5,4.94,2.47,1.24,166.85,4.197201948,0,4365.18,14.5,25.19,31.6,47,98.7,2152.93,11.3,260,19825,0.918,35.8,30.45,4.555874894,11.00211651,1528.8,856.48,0,100,47583.21,65.6,72.34,32.13,13.59,3.71,-4.7
52710,전북특별자치도 완주군,2021,8.864417418,7.70455051,1499.86,26.7,163.48,16.46,23.1,0,212.9,182,0,13.97589254,1745.63,3.29,74.7,153.61,17.79,165.68,35.5,-19.2,1.45,15.05,240.15,1437,2.19,1.1,1.1,122.89,4.00296,0,2187.79,21.9,25.85,24.4,45.5,105.8,3301.44,15.8,310,23630.16,0.822,36.5,14.75,5.188669897,11.00211651,3461.63,192.01,6.510972371,87.6,43187.55,84.1,88.67,83.39,21.94,16.46,-2.3
52720,전북특별자치도 진안군,2021,8.721959307,6.330237706,1452.76,39.5,148.08,28.01,27.9,0,252.1,204,0,14.29149004,1556.81,0,56.8,120.06,17.84,40.02,34.15,-25,1.55,16.85,131,1263,8,0,4,128.07,3.714059753,0,1124.58,9.7,17.89,16.7,49.8,102.8,1288.67,6.8,210,47996.96,1.562,36.8,92.17,3.312366168,11.00211651,600.31,0,7.057553644,87.5,43726.74,85.6,83.2,28.01,24.01,12.01,-8.6
52730,전북특별자치도 무주군,2021,9.067276835,7.197323072,880.07,42.7,134.75,25.27,29.4,0,366.3,219,0,15.43295009,1393.8,0,83.7,96.85,16.34,80.01,31.03,-22.53,2.5,20.5,167.27,1428.17,0,8.42,0,109.48,3.856933039,0,244.23,11.8,18.5,26.2,49.2,99.2,808.49,7.4,240,26419.07,0.83,38.2,135.51,3.28578653,11.00211651,1275.9,0,0,86.7,47393.46,79.5,80.58,46.32,25.27,21.05,-6.2
52740,전북특별자치도 장수군,2021,8.692203083,6.559940963,1004.84,36.5,216.64,27.66,22.9,0,156.7,161,0,13.64822297,1571.79,0,79.7,142.89,15.18,55.31,34.1,-25.6,1.5,17.3,245.3,1360,0,4.61,0,101.41,3.634159242,0,175.16,17.4,17.05,23.6,46.4,99.3,1493.43,7,180,38082.51,1.05,36.6,158.1,4.239886868,11.00211651,1742.34,0,7.927042935,90.2,44143.81,85.2,72.57,18.44,27.66,32.27,-9.8
52750,전북특별자치도 임실군,2021,8.697308984,7.189431854,1013.84,39.8,157.13,29.93,29.8,0,445.2,262,0,13.35820423,1702.21,3.74,73.7,149.64,15.76,44.89,35.1,-20.4,1.9,22.5,264.3,1491.5,3.74,0,0,142.16,4.045154318,0,1623.64,19.2,17.31,25,46.8,105,1021.32,8.8,220,40665.92,1.803,41.2,66.59,5.297917287,11.00211651,1399.18,0,0,93.3,48402.54,67.8,81.78,48.63,22.45,29.93,-9
52770,전북특별자치도 순창군,2021,8.717333383,6.27244295,1154.35,38,387.26,22.34,36.8,0,409.6,287,3.72,13.58844136,1578.85,0,89.5,122.88,18.78,74.47,34.6,-23.9,1.6,15.5,214.75,1316.5,3.72,0,0,160.12,4.163559631,0,2662.45,24.5,18.93,16,54.9,96.5,1165.52,7.7,150,35948.61,0.946,35.9,47.92,0,11.00211651,2107.61,0,8.460914861,85.1,48061.81,64.1,89.34,33.51,29.79,14.89,-11.2
52790,전북특별자치도 고창군,2021,8.872883851,6.744695027,936.58,33.2,191.06,16.86,35.4,0,251,227,0,14.79449554,1431.09,0,72,97.4,17.61,89.91,35.55,-16.25,2.25,19.2,300.45,1023.25,1.87,7.49,1.87,147.98,4.078723181,1.87,1983.67,17.3,20.08,28.5,47.6,98.6,1524.74,7.7,240,26083.62,1.019,37.2,45.78,4.518958489,11.00211651,1097.67,0,6.620419813,99.7,47317.65,76,80.73,33.72,14.99,11.24,-9.1
52800,전북특별자치도 부안군,2021,9.007635275,6.890995617,925.29,29.2,551.24,21.66,31.3,0,393.7,163,0,13.85076047,1350.53,0,75.2,104.34,16.46,100.4,33.77,-16.03,2.27,21.9,312.77,1117.83,7.87,1.97,1.97,147.65,3.916413354,1.97,1947.04,18.9,18.9,27.9,44.4,98.9,1559.21,7.8,250,17623.78,1.009,36.9,37.31,4.728979472,11.00211651,909.54,0,0,99.8,48120.88,85.4,79.46,29.53,17.72,3.94,-9.1
11110,서울특별시 종로구,2022,10.18032466,7.167662682,3757.28,38.5,388.32,2.12,22.1,0,688.9,135,1.41,12.16804554,2332.74,2.12,59.7,67.9,21.44,175.42,36.1,-13.7,2.4,17.4,137,1775.3,2.12,3.54,0.71,1739.3,4.978731745,1.41,2628.4,8.8,32.5,29.6,54.4,93.7,7661.68,47.5,350,328.9,0.477,44.1,14.7,0,10.59665973,0,0,0,100,33109.58,100,46.74,47.39,48.1,0,1.3
11140,서울특별시 중구,2022,10.65082055,7.563454973,8599.52,44.1,176.03,1.66,25.2,0,783,158,1.66,14.50550391,1668.09,1.66,46.8,75.56,20.78,89.67,35.2,-15.8,2.5,21.6,133,1452.5,2.49,9.96,0.83,686.67,5.386969064,1.66,968.14,11,39.37,25.6,62.1,94.6,8592.04,55.3,430,177.69,0.606,44.9,27.16,0,10.81979828,0,0,0,100,35205.96,100,0.25,45.67,25.74,0.83,3.1
11170,서울특별시 용산구,2022,9.257121853,6.688603749,593.19,48.2,106.11,5.03,18.5,0,463.8,95,0.91,11.72666453,918.36,0.46,57.4,57.63,19.3,69.06,37,-12.4,1.9,18.4,210.6,1699,0.91,4.57,0.46,272.58,4.287715955,0.46,409.79,10.9,42.99,17.9,62.7,92.5,6692.89,41.9,440,127.14,0.596,42.1,3.28,0,10.30898599,0,0,0,100,35269.15,100,40.64,32.93,7.77,0.91,3.9
11200,서울특별시 성동구,2022,9.263958861,7.011385298,1872.6,46.2,134.88,2.85,26,0,337.4,77,0.36,12.86444583,1121.71,0.71,59,64.06,20.07,104.63,36.1,-12.9,1.9,19.9,216.6,1727.5,1.78,1.42,0.36,275.8,4.442533603,0,653.02,12.7,46.8,27.2,54.4,94.6,2574.38,34.2,420,123.84,0.723,37.9,0.6,1.280933845,10.59665973,0,0,0,100,32291.81,100,25.78,22.42,4.98,1.07,1.6
